url,status,redirect_to,depth,source,title,canonical,meta_robots,last_modified,outlinks,words
https://fountainheadschools.org/2026/01/,301,https://fountainheadschools.org,2,crawl,,,,,0,0
https://fountainheadschools.org/2026/02/,301,https://fountainheadschools.org,2,crawl,,,,,0,0
https://fountainheadschools.org/2026/03/,301,https://fountainheadschools.org,2,crawl,,,,,0,0
https://fountainheadschools.org/2026/04/,301,https://fountainheadschools.org,2,crawl,,,,,0,0
https://fountainheadschools.org/academic-policy/assessment-policy-middle-years/,404,,2,crawl,,,,,0,0
https://fountainheadschools.org/anand-utsav-2025-26/,200,,2,both,Anand Utsav 2025–26: A Celebration of Gratitude and Joy - Fountainhead School,https://fountainheadschools.org/anand-utsav-2025-26/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2026-03-10T13:08:34+05:30,100,1124
https://fountainheadschools.org/author/fountainheadschool6510/,301,https://fountainheadschools.org,2,crawl,,,,,0,0
https://fountainheadschools.org/bal-mela-2026/,200,,2,both,"Bal Mela 2026: A Celebration of Joy, Inclusion, and Community at Fountainhead School - Fountainhead School",https://fountainheadschools.org/bal-mela-2026/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2026-02-11T14:44:11+05:30,105,1007
https://fountainheadschools.org/career-changemakers-awards-2021/,200,,2,both,Career ChangeMakers Awards 2021 - Fountainhead School,https://fountainheadschools.org/career-changemakers-awards-2021/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2025-12-02T12:07:09+05:30,88,651
https://fountainheadschools.org/cfore-ranking-2025/,200,,2,both,Cfore Ranking 2025 - Fountainhead School,https://fountainheadschools.org/cfore-ranking-2025/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2025-12-16T14:41:32+05:30,88,564
https://fountainheadschools.org/convocation-class-of-2026/,200,,2,both,"The Fountainhead School Kunkni Convocation - Class of 2026: 164 Journeys, One Unforgettable Milestone - Fountainhead School",https://fountainheadschools.org/convocation-class-of-2026/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2026-04-22T12:03:56+05:30,103,1007
https://fountainheadschools.org/farewell-class-of-2026/,200,,2,both,A Rolling Loud Farewell: Class of 2026 Bids Goodbye in Style - Fountainhead School,https://fountainheadschools.org/farewell-class-of-2026/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2026-02-24T13:46:33+05:30,105,1021
https://fountainheadschools.org/fit-india-certificate-of-recognition-2020/,200,,2,both,FIT India “Certificate of Recognition” 2020 - Fountainhead School,https://fountainheadschools.org/fit-india-certificate-of-recognition-2020/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2025-12-02T13:26:59+05:30,88,403
https://fountainheadschools.org/future-50-schools-shaping-success-2017/,200,,2,both,Future 50 Schools Shaping Success 2017 - Fountainhead School,https://fountainheadschools.org/future-50-schools-shaping-success-2017/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2025-12-02T13:30:07+05:30,88,479
https://fountainheadschools.org/health-and-safety/child-protection-policy/,200,,2,both,child-protection-policy - Fountainhead School,https://fountainheadschools.org/health-and-safety/child-protection-policy/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2025-12-01T11:32:04+05:30,78,359
https://fountainheadschools.org/ib-india-education-forum-didac-india-2019/,200,,2,both,IB India Education Forum – DIDAC India 2019 - Fountainhead School,https://fountainheadschools.org/ib-india-education-forum-didac-india-2019/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2025-12-02T13:51:20+05:30,88,403
https://fountainheadschools.org/ida-awards/,200,,2,both,IDA Awards - Fountainhead School,https://fountainheadschools.org/ida-awards/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2025-12-16T15:12:10+05:30,88,656
https://fountainheadschools.org/igbc-green-building-award-2015/,200,,2,both,IGBC Green Building Award 2015 - Fountainhead School,https://fountainheadschools.org/igbc-green-building-award-2015/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2025-12-02T13:58:34+05:30,88,403
https://fountainheadschools.org/national-award-for-innovation-in-education-2020/,200,,2,both,National Award for Innovation in Education 2020 - Fountainhead School,https://fountainheadschools.org/national-award-for-innovation-in-education-2020/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2025-12-02T14:08:16+05:30,88,403
https://fountainheadschools.org/pyp-exhibition-2026/,200,,2,both,Udaan – A Flight to the Future: Celebrating the PYP Exhibition 2026 at Fountainhead School - Fountainhead School,https://fountainheadschools.org/pyp-exhibition-2026/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2026-03-10T10:45:56+05:30,104,1104
https://fountainheadschools.org/spectrum-2025/,200,,2,both,"Spectrum 2025: A Celebration of Passion, Purpose, and Project-Based Learning at Fountainhead School - Fountainhead School",https://fountainheadschools.org/spectrum-2025/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2026-03-25T09:21:10+05:30,102,1230
https://fountainheadschools.org/tarang-2025-26/,200,,2,both,"Tarang 2025–26: A Celebration of Expression, Passion, and Growth - Fountainhead School",https://fountainheadschools.org/tarang-2025-26/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2026-04-22T09:44:04+05:30,102,1169
https://fountainheadschools.org/tech-fs/chromebook/,404,,2,crawl,,,,,0,0
https://fountainheadschools.org/the-education-world-ew-grand-jury-award-2019-20/,200,,2,both,The Education World (EW) Grand Jury Award 2019-20 - Fountainhead School,https://fountainheadschools.org/the-education-world-ew-grand-jury-award-2019-20/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2024-11-22T09:23:31+05:30,88,403
https://fountainheadschools.org/times-retail-education-icons-2017/,200,,2,crawl,Times Retail & Education Icons 2017 - Fountainhead School,,"follow, noindex",2024-12-09T08:57:39+05:30,88,403
https://fountainheadschools.org/trajectory-3-2/,200,,2,both,Trajectory 3.2 Celebrating Curiosity and Achievement at Fountainhead School - Fountainhead School,https://fountainheadschools.org/trajectory-3-2/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2026-03-25T09:14:25+05:30,103,1115
https://fountainheadschools.org/tsl-schools-sustainability-challenge-2018/,200,,2,both,TSL Schools Sustainability Challenge 2018 - Fountainhead School,https://fountainheadschools.org/tsl-schools-sustainability-challenge-2018/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2024-11-22T09:28:51+05:30,88,403
https://fountainheadschools.org/wrongrekha/,200,,2,both,"wRongrekha: A Celebration of Voice, Vision, and Versatility - Fountainhead School",https://fountainheadschools.org/wrongrekha/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2026-03-10T11:35:29+05:30,103,1103
https://fountainheadschools.org/bal-mela-2025/,200,,3,both,Bal Mela 2025: A Day of Joy and Giving at Fountainhead School - Fountainhead School,https://fountainheadschools.org/bal-mela-2025/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",2025-02-27T10:37:00+05:30,105,959
https://fountainheadschools.org/category/bal-mela/,200,,3,crawl,Bal Mela - Fountainhead School,https://fountainheadschools.org/category/bal-mela/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,80,501
https://fountainheadschools.org/category/convocation/,200,,3,crawl,Convocation - Fountainhead School,https://fountainheadschools.org/category/convocation/,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,81,580
